#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2019-05-05T08:56:54 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)
#INFO	-ref=VIZ5cce9f1010d24
#INFO	-out.max=unlimited
#INFO	queryParameters=19
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJ/743/48&tab:{J/ApJ/743/48/catalog}&key:source=J/ApJ/743/48/catalog&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/743/48/catalog
#-order=I
#-out=Vmag
#-out=V-K
#-out=logLx
#-out=Prot
#-out=M*
#-out=R*
#-out=L*
#-out=Teff
#-out=dcz
#-out=Lx/bol
#
#
#RESOURCE=yCat_17430048
#Name: J/ApJ/743/48
#Title: Stellar rotation periods and X-ray luminosities (Wright+, 2011)
#Table	J_ApJ_743_48_catalog:
#Name: J/ApJ/743/48/catalog
#Title: Activity-rotation properties for 824 stars
#Column	Vmag	(F5.2)	? Observed V magnitude of star	[ucd=phot.mag;em.opt.V]
#Column	V-K	(F5.2)	Dereddened V-K colour of star (3)	[ucd=phot.color;em.opt.V;em.IR.K]
#Column	logLx	(F5.2)	Logarithm of the intrinsic X-ray luminosity of the star	[ucd=phys.luminosity;em.X-ray]
#Column	Prot	(F5.2)	Rotation period of the star	[ucd=time.period]
#Column	M*	(F5.2)	Mass of the star (4)	[ucd=phys.mass]
#Column	R*	(F5.2)	Radius of the star (4)	[ucd=phys.size.radius]
#Column	L*	(F5.2)	Bolometric luminosity of the star (4)	[ucd=phys.luminosity]
#Column	Teff	(I4)	Effective temperature of the star (4)	[ucd=phys.temperature.effective]
#Column	dcz	(F5.2)	Height of the radiative-convective boundary (as a function of the stellar radius) (4)	[ucd=pos.cartesian.z]
#Column	Lx/bol	(F5.2)	Logarithm of the X-ray to bolometric luminosity	[ucd=phys.luminosity;arith.ratio]
#Vmag;V-K;logLx;Prot;M*;R*;L*;Teff;dcz;Lx/bol
#mag;mag;[10-7W];d;Msun;Rsun;Lsun;K; ;[---]
#-----;-----;-----;-----;-----;-----;-----;----;-----;-----
10.85; 1.66;29.83; 2.67; 1.08; 0.98; 0.95;5596; 1.00;-3.73
11.46; 1.84;30.17; 3.23; 0.96; 0.87; 0.58;5234; 1.00;-3.17
14.16; 4.53;28.72; 8.81; 0.21; 0.21; 0.01;3312; 0.00;-2.68
12.76; 2.67;29.92; 4.86; 0.76; 0.72; 0.22;4462; 0.67;-3.01
 9.91; 1.25;30.17; 0.65; 1.27; 1.21; 2.13;6153; 0.87;-3.74
 7.45; 1.42;28.51;16.40; 1.04; 0.96; 0.87;5508; 0.72;-4.99
 7.27; 1.24;29.37; 2.08; 1.22; 1.20; 1.94;6049; 0.82;-4.45
 7.69; 1.64;28.55; 9.20; 0.95; 0.86; 0.56;5198; 0.70;-4.76
14.44; 3.64;27.74; 3.25; 0.14; 0.15; 0.00;3100; 0.00;-3.27
11.82; 3.06;28.73; 1.49; 0.36; 0.33; 0.02;3618; 0.09;-3.17
 7.04; 1.42;29.71; 2.86; 1.13; 1.07; 1.28;5769; 0.76;-3.96
 5.95; 1.42;28.95; 9.67; 1.14; 1.09; 1.41;5827; 0.76;-4.72
 7.64; 4.20;27.53;10.17; 0.70; 0.61; 0.13;4239; 0.65;-5.18
11.61; 4.37;29.67; 0.56; 0.55; 0.47; 0.06;3892; 0.61;-2.70
11.89; 4.03;28.78; 8.35; 0.47; 0.40; 0.04;3757; 0.54;-3.37
14.00; 4.83;28.81; 0.38; 0.25; 0.24; 0.01;3432; 0.00;-2.75
11.32; 3.64;28.23;16.61; 0.51; 0.43; 0.05;3820; 0.54;-4.03
14.87; 3.60;28.39; 0.33; 0.12; 0.14; 0.00;2966; 0.00;-2.44
14.14; 3.61;28.39; 0.33; 0.15; 0.17; 0.00;3162; 0.00;-2.73
 7.82; 2.03;29.50; 1.70; 0.82; 0.73; 0.27;4693; 0.68;-3.51
 7.05; 1.95;29.30; 5.41; 0.93; 0.84; 0.50;5121; 0.70;-3.83
 5.40; 1.77;28.48;18.60; 1.04; 0.96; 0.85;5497; 0.72;-5.01
11.37; 2.61;28.76; 0.69; 0.40; 0.35; 0.02;3661; 0.09;-3.21
11.81; 2.93;28.76; 0.69; 0.35; 0.32; 0.02;3602; 0.09;-3.11
10.77; 4.71;28.06;25.26; 0.39; 0.34; 0.02;3650; 0.09;-3.89
 7.74; 1.64;28.38; 7.47; 1.02; 0.94; 0.80;5459; 0.72;-5.06
13.78; 4.57;28.80; 0.69; 0.25; 0.24; 0.01;3435; 0.00;-2.76
11.27; 5.01;29.14; 1.88; 0.52; 0.44; 0.05;3834; 0.54;-3.15
13.81; 4.95;29.17; 0.76; 0.29; 0.27; 0.01;3500; 0.00;-2.51
 8.15; 1.95;28.01;10.74; 0.84; 0.75; 0.31;4785; 0.68;-4.98
 6.60; 3.55;27.45;11.67; 0.69; 0.60; 0.13;4203; 0.65;-5.23
 9.26; 4.25;27.47;21.56; 0.51; 0.43; 0.05;3820; 0.54;-4.79
 9.30; 3.04;29.01; 7.98; 0.74; 0.65; 0.17;4380; 0.65;-3.81
 9.40; 4.81;28.30; 2.60; 0.37; 0.33; 0.02;3630; 0.09;-3.62
 6.88; 1.08;29.54; 2.60; 1.17; 1.13; 1.59;5908; 0.82;-4.20
11.75; 2.37;30.27; 3.60; 0.96; 0.88; 0.59;5237; 1.00;-3.08
12.57; 3.57;28.29; 9.51; 0.31; 0.28; 0.01;3534; 0.00;-3.44
14.61; 3.93;29.39; 1.25; 0.63; 0.59; 0.10;3977; 0.55;-3.21
15.14; 4.26;28.77; 5.70; 0.57; 0.56; 0.08;3886; 0.55;-3.73
14.35; 3.66;29.04; 4.50; 0.64; 0.60; 0.11;3994; 0.55;-3.58
12.73; 2.67;29.58; 2.21; 0.79; 0.76; 0.26;4553; 0.66;-3.42
15.08; 4.46;29.49; 0.49; 0.62; 0.59; 0.10;3956; 0.55;-3.09
15.06; 4.21;29.23; 4.00; 0.58; 0.56; 0.09;3900; 0.55;-3.29
13.15; 4.56;28.68;27.82; 0.33; 0.30; 0.02;3569; 0.00;-3.13
14.88; 1.14;28.83; 5.50; 0.28; 0.38; 0.02;3501; 0.00;-3.14
12.14; 2.43;29.99; 0.78; 0.88; 0.82; 0.42;4962; 0.69;-3.22
14.75; 4.04;29.34; 6.40; 0.62; 0.59; 0.10;3962; 0.55;-3.25
12.19; 2.55;29.67; 0.39; 0.88; 0.82; 0.41;4947; 0.69;-3.53
15.39; 4.78;29.34; 0.41; 0.60; 0.58; 0.09;3933; 0.55;-3.21
13.64; 3.39;29.59; 4.10; 0.73; 0.69; 0.18;4253; 0.60;-3.24
14.17; 4.65;28.46; 0.45; 0.21; 0.22; 0.01;3333; 0.00;-2.97
15.59; 4.69;29.04; 8.70; 0.54; 0.53; 0.07;3841; 0.46;-3.40
10.57; 1.64;30.34; 0.57; 1.17; 1.08; 1.38;5836; 0.81;-3.39
 7.28; 1.34;29.20; 4.41; 1.15; 1.10; 1.43;5838; 0.76;-4.51
11.07; 1.67;29.65; 3.30; 1.06; 0.96; 0.88;5529; 1.00;-3.88
10.92; 1.51;29.01; 4.30; 1.10; 1.00; 0.99;5624; 1.00;-4.57
10.89; 1.65;30.44; 1.05; 1.10; 1.00; 1.03;5650; 1.00;-3.16
14.12; 3.64;28.93;10.10; 0.68; 0.64; 0.13;4089; 0.60;-3.78
10.66; 2.29;29.95; 6.80; 1.20; 1.12; 1.56;5928; 0.81;-3.83
10.70; 1.51;29.97; 1.67; 1.14; 1.05; 1.21;5746; 1.00;-3.70
12.71; 2.98;29.39; 0.20; 0.83; 0.79; 0.32;4730; 0.66;-3.71
12.97; 2.94;29.34; 4.80; 0.78; 0.75; 0.25;4521; 0.66;-3.64
10.26; 1.67;29.96; 2.00; 1.23; 1.17; 1.85;6041; 0.81;-3.89
13.79; 3.37;29.04; 6.70; 0.71; 0.67; 0.15;4162; 0.60;-3.73
13.33; 3.53;29.39; 2.60; 0.79; 0.76; 0.26;4545; 0.66;-3.60
11.73; 2.16;30.21; 1.20; 0.95; 0.87; 0.55;5190; 0.69;-3.12
12.94; 3.03;29.67; 1.82; 0.80; 0.77; 0.27;4602; 0.66;-3.35
13.57; 5.00;28.96; 3.78; 0.32; 0.30; 0.02;3559; 0.00;-2.83
12.04; 3.63;28.70; 4.14; 0.40; 0.35; 0.02;3662; 0.09;-3.27
 8.49; 1.77;28.78; 7.02; 0.94; 0.85; 0.52;5148; 0.70;-4.43
 8.49; 1.77;28.78; 6.81; 0.94; 0.85; 0.52;5148; 0.70;-4.52
 9.57; 3.73;28.50; 2.94; 0.53; 0.45; 0.05;3847; 0.54;-3.80
13.45; 4.82;28.89; 2.06; 0.32; 0.29; 0.02;3551; 0.00;-2.88
13.54; 3.43;29.44; 0.19; 0.60; 0.51; 0.08;3970; 0.61;-3.03
 7.49; 3.79;26.80;48.00; 0.34; 0.31; 0.02;3580; 0.00;-5.04
14.72; 4.30;28.31;10.75; 0.15; 0.17; 0.00;3155; 0.00;-2.80
12.35; 3.40;28.03; 9.78; 0.32; 0.29; 0.02;3553; 0.00;-3.75
14.31; 4.74;28.29; 1.13; 0.21; 0.21; 0.01;3316; 0.00;-3.11
12.38; 4.88;29.40; 7.78; 0.50; 0.42; 0.04;3803; 0.54;-2.83
 6.41; 1.46;29.10; 7.60; 1.11; 1.05; 1.21;5733; 0.76;-4.57
 8.57; 3.19;28.50;11.60; 0.68; 0.59; 0.12;4173; 0.65;-4.16
13.72; 4.92;28.27;12.41; 0.30; 0.28; 0.01;3517; 0.00;-3.43
 6.27; 1.24;27.77;14.00; 1.16; 1.11; 1.50;5867; 0.82;-5.94
11.50; 4.99;28.71;14.31; 0.34; 0.31; 0.02;3580; 0.00;-3.13
11.85; 3.14;28.90; 1.45; 0.37; 0.33; 0.02;3626; 0.09;-3.01
 9.99; 3.38;27.85;23.19; 0.70; 0.61; 0.14;4248; 0.65;-4.87
13.45; 3.62;28.84; 0.68; 0.21; 0.21; 0.01;3313; 0.00;-2.56
 7.41; 1.42;29.11; 4.46; 1.16; 1.12; 1.53;5884; 0.82;-4.61
 5.31; 1.77;28.22;16.68; 0.99; 0.90; 0.67;5347; 0.72;-5.15
 8.91; 1.95;30.00; 1.80; 0.99; 0.90; 0.68;5352; 0.72;-3.42
 8.07; 1.95;28.03;12.30; 0.94; 0.85; 0.52;5153; 0.70;-5.23
13.64; 4.51;28.58; 2.69; 0.26; 0.25; 0.01;3455; 0.00;-3.02
 8.53; 1.42;29.60; 9.10; 1.04; 0.96; 0.87;5507; 0.72;-3.91
11.43; 3.27;28.91; 1.75; 0.45; 0.39; 0.03;3733; 0.09;-3.20
13.73; 5.60;27.77; 0.65; 0.13; 0.15; 0.00;3082; 0.00;-3.20
 6.11; 1.19;27.93; 6.91; 1.18; 1.15; 1.67;5945; 0.82;-5.82
13.81; 6.24;27.65; 0.87; 0.13; 0.15; 0.00;3068; 0.00;-3.29
12.58; 3.62;28.77; 0.89; 0.31; 0.29; 0.01;3539; 0.00;-2.98
12.07; 3.78;28.05;10.08; 0.41; 0.36; 0.03;3679; 0.09;-3.95
12.72; 4.79;29.01;13.59; 0.43; 0.37; 0.03;3704; 0.09;-3.05
13.15; 3.44;28.48; 0.41; 0.22; 0.22; 0.01;3359; 0.00;-2.99
 9.09; 2.03;28.54; 7.74; 0.86; 0.78; 0.35;4876; 0.70;-4.52
10.60; 4.05;28.95; 3.17; 0.58; 0.49; 0.07;3940; 0.61;-3.48
13.40; 5.74;27.92; 0.21; 0.15; 0.17; 0.00;3160; 0.00;-3.20
 9.80; 4.22;29.02; 1.54; 0.56; 0.47; 0.06;3896; 0.61;-3.36
 7.69; 1.64;28.93; 6.47; 0.89; 0.80; 0.40;4973; 0.70;-4.16
 4.32; 1.08;29.13; 3.02; 1.50; 1.59; 5.32;6772; 0.96;-4.94
 4.23; 1.42;28.06;12.35; 1.17; 1.13; 1.58;5905; 0.82;-5.66
 6.82; 1.46;28.95; 6.00; 1.11; 1.04; 1.16;5711; 0.76;-4.63
 5.19; 1.29;29.51; 3.33; 1.27; 1.28; 2.49;6218; 0.88;-4.41
 6.49; 2.03;28.00;18.47; 0.86; 0.77; 0.34;4852; 0.70;-5.08
 4.74; 1.69;26.60;29.00; 1.05; 0.97; 0.90;5532; 0.72;-6.90
11.88; 3.02;28.63; 0.60; 0.35; 0.32; 0.02;3601; 0.09;-3.24
12.80; 4.24;28.99; 0.36; 0.35; 0.31; 0.02;3595; 0.00;-2.87
11.13; 3.09;29.04; 2.17; 0.48; 0.41; 0.04;3778; 0.54;-3.15
11.45; 4.73;28.31; 0.28; 0.24; 0.24; 0.01;3407; 0.00;-3.22
13.95; 3.98;27.81;15.36; 0.19; 0.20; 0.01;3261; 0.00;-3.50
 9.24; 2.73;29.20; 3.96; 0.66; 0.57; 0.11;4123; 0.65;-3.42
 4.50; 1.24;28.95; 3.20; 1.36; 1.42; 3.52;6458; 0.93;-5.12
14.65; 4.93;28.00; 0.48; 0.19; 0.20; 0.01;3274; 0.00;-3.33
11.05; 6.81;27.04;42.00; 0.12; 0.14; 0.00;2979; 0.00;-3.81
 7.48; 1.95;28.52;11.54; 0.83; 0.75; 0.29;4750; 0.68;-4.44
 7.60; 1.29;30.01; 2.67; 1.06; 0.99; 0.96;5575; 0.76;-3.56
 1.35; 2.15;27.06;36.20; 0.96; 0.87; 0.59;5243; 0.72;-6.30
 7.76; 1.77;28.05;21.79; 0.83; 0.75; 0.30;4764; 0.68;-4.93
 6.82; 2.73;28.01;11.94; 0.67; 0.58; 0.12;4158; 0.65;-4.54
 4.67; 1.77;28.89; 6.31; 0.96; 0.87; 0.60;5248; 0.72;-4.41
10.20; 4.43;27.49;13.68; 0.45; 0.38; 0.03;3732; 0.09;-4.62
 7.66; 1.42;29.21; 4.92; 1.21; 1.20; 1.92;6044; 0.82;-4.61
14.56; 5.18;28.25; 4.17; 0.22; 0.22; 0.01;3351; 0.00;-3.21
12.30; 3.38;28.44; 5.66; 0.33; 0.30; 0.02;3560; 0.00;-3.35
 7.18; 1.42;29.05; 5.00; 1.15; 1.10; 1.43;5837; 0.76;-4.64
 8.40; 1.64;29.27; 4.43; 1.03; 0.95; 0.83;5477; 0.72;-4.17
13.48; 4.70;28.84; 1.88; 0.30; 0.28; 0.01;3528; 0.00;-2.88
 8.72; 1.64;30.14; 1.90; 0.82; 0.73; 0.27;4700; 0.68;-2.96
11.06; 3.56;27.96;13.91; 0.54; 0.46; 0.06;3869; 0.54;-4.38
10.92; 2.41;30.41; 2.98; 0.85; 0.76; 0.32;4808; 0.68;-3.16
14.25; 3.21;28.21; 0.52; 0.13; 0.15; 0.00;3081; 0.00;-2.76
15.00; 5.46;28.20; 2.21; 0.20; 0.21; 0.01;3300; 0.00;-3.18
10.16; 4.40;28.97; 0.37; 0.51; 0.43; 0.05;3824; 0.54;-3.29
12.77; 3.61;28.45; 5.65; 0.28; 0.27; 0.01;3494; 0.00;-3.22
13.80; 3.65;28.46; 0.13; 0.18; 0.19; 0.00;3236; 0.00;-2.81
13.36; 4.12;28.33; 1.11; 0.26; 0.25; 0.01;3455; 0.00;-3.27
12.14; 4.62;28.82;10.54; 0.50; 0.43; 0.04;3809; 0.54;-3.42
11.22; 3.62;29.11; 4.61; 0.52; 0.44; 0.05;3841; 0.54;-3.18
11.79; 3.37;28.77; 6.46; 0.41; 0.35; 0.03;3677; 0.09;-3.23
 4.42; 1.42;27.67;25.80; 1.24; 1.24; 2.21;6131; 0.82;-6.20
13.37; 5.16;27.93; 3.54; 0.38; 0.33; 0.02;3632; 0.09;-3.99
 7.44; 1.77;28.84;14.05; 0.92; 0.83; 0.47;5089; 0.70;-4.34
12.98; 3.01;28.52; 2.11; 0.21; 0.22; 0.01;3329; 0.00;-2.90
14.27; 5.03;28.86; 0.10; 0.24; 0.23; 0.01;3397; 0.00;-2.66
 8.96; 1.93;30.71; 1.06; 0.97; 0.89; 0.62;5284; 0.72;-3.35
13.33; 4.75;28.96; 0.31; 0.33; 0.30; 0.02;3563; 0.00;-2.84
12.72; 3.22;28.71; 0.79; 0.26; 0.25; 0.01;3445; 0.00;-2.87
 7.45; 1.42;28.95; 8.40; 1.09; 1.01; 1.06;5650; 0.76;-4.62
11.81; 3.65;28.73; 2.37; 0.43; 0.37; 0.03;3707; 0.09;-3.33
14.87; 5.27;28.37; 4.07; 0.20; 0.21; 0.01;3290; 0.00;-2.99
14.02; 4.36;28.45; 1.63; 0.21; 0.21; 0.01;3317; 0.00;-2.96
14.65; 5.05;28.28; 2.36; 0.20; 0.21; 0.01;3299; 0.00;-3.10
13.52; 4.78;28.80; 0.68; 0.31; 0.28; 0.01;3532; 0.00;-2.93
14.71; 4.35;28.08; 0.98; 0.15; 0.17; 0.00;3165; 0.00;-3.04
 5.77; 1.95;28.16;21.07; 0.93; 0.84; 0.49;5116; 0.70;-5.08
 7.67; 1.29;28.58;10.80; 1.17; 1.13; 1.57;5900; 0.82;-5.15
14.41; 4.05;28.24; 0.22; 0.16; 0.17; 0.00;3184; 0.00;-2.92
11.55; 3.74;28.80;16.15; 0.48; 0.41; 0.04;3783; 0.54;-3.39
13.92; 4.32;27.83;20.22; 0.22; 0.22; 0.01;3335; 0.00;-3.60
 6.65; 1.71;28.94;11.43; 0.97; 0.88; 0.61;5266; 0.72;-4.40
 7.82; 1.42;29.53; 2.77; 1.17; 1.13; 1.57;5899; 0.82;-4.19
11.89; 3.27;27.85; 7.79; 0.38; 0.33; 0.02;3637; 0.09;-4.08
11.18; 4.69;29.53; 0.32; 0.50; 0.42; 0.04;3802; 0.54;-2.69
14.76; 3.53;28.01; 3.13; 0.12; 0.14; 0.00;2987; 0.00;-2.84
11.83; 4.75;29.17;14.54; 0.57; 0.48; 0.07;3912; 0.61;-3.23
13.60; 3.94;28.12; 2.32; 0.22; 0.22; 0.01;3339; 0.00;-3.32
 6.00; 1.34;28.82; 7.80; 1.16; 1.12; 1.52;5878; 0.82;-4.95
13.70; 4.76;28.22; 1.75; 0.28; 0.26; 0.01;3486; 0.00;-3.43
13.90; 4.28;28.20; 0.67; 0.21; 0.22; 0.01;3333; 0.00;-3.23
 5.08; 1.95;27.98;20.69; 0.86; 0.77; 0.34;4856; 0.70;-5.02
 4.33; 2.03;27.98;21.11; 1.00; 0.92; 0.71;5391; 0.72;-5.04
 6.33; 2.83;27.50;18.00; 0.72; 0.63; 0.15;4319; 0.65;-5.28
14.26; 3.18;28.20; 1.09; 0.13; 0.15; 0.00;3078; 0.00;-2.76
11.42; 5.00;28.89;19.81; 0.39; 0.35; 0.02;3660; 0.09;-3.12
12.37; 2.72;28.23; 3.04; 0.26; 0.25; 0.01;3446; 0.00;-3.35
13.13; 3.53;28.31; 1.81; 0.23; 0.23; 0.01;3385; 0.00;-3.19
 7.54; 3.40;27.64;11.94; 0.68; 0.59; 0.12;4174; 0.65;-5.02
13.45; 4.48;28.36; 5.34; 0.28; 0.27; 0.01;3495; 0.00;-3.31
 9.36; 4.50;27.61;33.29; 0.33; 0.30; 0.02;3570; 0.00;-4.21
14.17; 4.79;28.26; 1.67; 0.23; 0.23; 0.01;3363; 0.00;-3.21
13.72; 5.14;27.83;19.84; 0.32; 0.29; 0.02;3553; 0.00;-3.95
 9.90; 3.83;27.40;18.60; 0.55; 0.47; 0.06;3891; 0.61;-4.97
13.23; 4.61;28.33; 2.61; 0.18; 0.19; 0.01;3249; 0.00;-2.96
13.76; 3.16;27.57; 3.32; 0.16; 0.17; 0.00;3183; 0.00;-3.58
11.27; 3.56;28.59;12.09; 0.51; 0.43; 0.05;3820; 0.54;-3.67
 6.53; 2.41;27.48;36.40; 0.86; 0.77; 0.35;4862; 0.70;-5.59
14.54; 4.93;28.06;32.23; 0.20; 0.21; 0.01;3300; 0.00;-3.32
14.31; 4.67;28.06; 4.45; 0.20; 0.21; 0.01;3301; 0.00;-3.32
13.03; 3.71;28.17; 3.62; 0.26; 0.25; 0.01;3451; 0.00;-3.42
14.69; 5.33;28.29; 0.69; 0.22; 0.22; 0.01;3353; 0.00;-3.17
11.71; 3.63;28.40; 1.31; 0.44; 0.38; 0.03;3724; 0.09;-3.70
 7.92; 1.64;30.24; 3.20; 0.97; 0.89; 0.63;5287; 0.72;-3.05
14.32; 4.82;28.02; 2.24; 0.15; 0.17; 0.00;3165; 0.00;-3.11
10.16; 3.02;28.02; 9.72; 0.63; 0.54; 0.09;4050; 0.61;-4.54
14.48; 3.73;27.60; 5.45; 0.14; 0.15; 0.00;3105; 0.00;-3.42
11.78; 4.78;28.01;31.64; 0.58; 0.49; 0.07;3936; 0.61;-4.42
14.32; 4.19;28.26; 5.69; 0.17; 0.18; 0.00;3222; 0.00;-2.98
 4.03; 1.95;28.20;19.70; 0.99; 0.90; 0.66;5335; 0.72;-5.21
14.97; 3.25;27.85; 1.41; 0.11; 0.12; 0.00;2870; 0.00;-2.84
12.94; 3.55;28.42; 3.12; 0.26; 0.25; 0.01;3445; 0.00;-3.16
 6.84; 1.42;29.44; 3.80; 1.09; 1.02; 1.08;5668; 0.76;-4.14
 6.38; 2.15;26.96;42.40; 0.89; 0.79; 0.39;4958; 0.70;-6.18
12.69; 2.97;28.51; 0.75; 0.24; 0.24; 0.01;3407; 0.00;-3.02
13.95; 4.23;28.16; 8.62; 0.21; 0.21; 0.01;3312; 0.00;-3.24
13.48; 5.53;27.30; 0.22; 0.13; 0.14; 0.00;3053; 0.00;-3.62
 8.28; 1.95;28.82; 4.83; 1.00; 0.91; 0.69;5371; 0.72;-4.52
13.35; 3.98;28.36; 6.65; 0.25; 0.24; 0.01;3428; 0.00;-3.19
13.26; 3.25;28.06; 6.38; 0.20; 0.21; 0.01;3298; 0.00;-3.31
12.66; 3.04;28.35; 6.80; 0.25; 0.24; 0.01;3434; 0.00;-3.21
 7.49; 1.64;29.45; 6.46; 1.13; 1.07; 1.33;5788; 0.76;-4.19
13.28; 3.42;28.11; 1.79; 0.21; 0.22; 0.01;3322; 0.00;-3.30
 7.50; 1.08;29.11; 3.94; 1.22; 1.21; 2.02;6073; 0.82;-4.74
12.51; 3.52;28.24;21.52; 0.31; 0.29; 0.01;3539; 0.00;-3.51
12.06; 2.99;28.77; 0.48; 0.32; 0.30; 0.02;3557; 0.00;-3.02
10.95; 5.58;27.05; 2.87; 0.16; 0.18; 0.00;3191; 0.00;-4.12
11.83; 2.62;28.03; 0.44; 0.32; 0.29; 0.02;3554; 0.00;-3.75
12.79; 3.55;28.06; 7.08; 0.28; 0.26; 0.01;3481; 0.00;-3.59
14.30; 4.26;28.12; 1.96; 0.18; 0.19; 0.00;3237; 0.00;-3.15
 6.08; 1.62;28.23;22.00; 1.17; 1.13; 1.57;5901; 0.82;-5.51
 7.04; 1.77;28.67; 5.49; 0.96; 0.88; 0.60;5255; 0.72;-4.61
11.91; 4.15;28.62;15.65; 0.48; 0.41; 0.04;3779; 0.54;-3.57
12.97; 5.20;28.83; 0.59; 0.44; 0.38; 0.03;3725; 0.09;-3.27
 7.14; 1.64;28.69;11.00; 1.16; 1.11; 1.50;5868; 0.82;-5.01
10.70; 3.84;29.13; 0.26; 0.64; 0.54; 0.10;4064; 0.61;-3.44
 7.67; 1.64;28.45;11.80; 0.84; 0.75; 0.31;4780; 0.68;-4.66
 7.46; 2.73;27.82;28.95; 0.80; 0.72; 0.24;4642; 0.68;-5.11
 5.80; 1.46;27.99;13.94; 1.14; 1.09; 1.41;5825; 0.76;-5.68
 7.27; 1.29;28.47; 8.90; 1.16; 1.11; 1.52;5875; 0.82;-5.25
13.05; 5.74;27.88; 0.32; 0.19; 0.20; 0.01;3264; 0.00;-3.44
12.75; 3.28;28.65; 0.96; 0.26; 0.25; 0.01;3447; 0.00;-2.94
13.20; 4.84;28.61; 8.40; 0.36; 0.32; 0.02;3605; 0.09;-3.27
10.25; 4.26;29.48; 0.78; 0.46; 0.39; 0.04;3744; 0.54;-2.65
11.68; 4.28;29.42; 0.80; 0.53; 0.45; 0.05;3858; 0.54;-2.90
 8.81; 3.73;29.40; 4.85; 0.60; 0.51; 0.08;3969; 0.61;-3.07
 8.23; 1.64;28.91; 6.54; 0.97; 0.88; 0.60;5259; 0.72;-4.42
 7.27; 1.29;30.57; 0.54; 1.28; 1.30; 2.57;6244; 0.88;-3.39
 7.97; 1.64;28.97; 7.61; 1.12; 1.05; 1.23;5743; 0.76;-4.67
 5.20; 2.83;27.28;35.37; 0.72; 0.63; 0.15;4298; 0.65;-5.39
 6.05; 3.41;26.94;37.84; 0.64; 0.55; 0.10;4073; 0.61;-5.58
 8.01; 1.64;28.46;16.00; 1.02; 0.94; 0.78;5440; 0.72;-4.96
 7.38; 1.59;28.88;14.80; 1.06; 0.98; 0.95;5569; 0.76;-4.63
12.30; 3.26;28.35; 9.02; 0.32; 0.29; 0.01;3545; 0.00;-3.41
 8.45; 1.77;29.02; 6.67; 0.99; 0.91; 0.68;5360; 0.72;-4.37
 6.72; 1.29;29.27; 4.50; 1.24; 1.23; 2.14;6112; 0.82;-4.61
 6.75; 1.54;28.48;11.18; 1.12; 1.06; 1.25;5754; 0.76;-5.14
 7.45; 1.77;28.41;19.20; 1.01; 0.93; 0.75;5416; 0.72;-5.00
 5.96; 1.42;29.25; 4.86; 1.13; 1.07; 1.30;5775; 0.76;-4.39
 9.80; 3.73;29.22; 6.67; 0.61; 0.52; 0.08;3998; 0.61;-3.28
12.70; 3.56;28.31; 9.65; 0.29; 0.27; 0.01;3504; 0.00;-3.37
10.36; 3.79;28.65; 1.12; 0.52; 0.44; 0.05;3834; 0.54;-3.63
13.28; 3.48;28.14;10.17; 0.21; 0.22; 0.01;3334; 0.00;-3.29
11.99; 5.21;28.43; 0.52; 0.26; 0.25; 0.01;3444; 0.00;-3.15
 7.96; 1.64;28.62; 7.20; 1.00; 0.92; 0.71;5392; 0.72;-4.87
 6.63; 1.19;29.29; 3.00; 1.20; 1.18; 1.83;6015; 0.82;-4.50
 7.57; 1.42;29.20;10.10; 1.10; 1.02; 1.10;5678; 0.76;-4.40
13.19; 4.11;29.01; 1.19; 0.28; 0.27; 0.01;3492; 0.00;-2.65
 7.23; 1.95;28.50; 9.08; 0.99; 0.90; 0.67;5349; 0.72;-4.82
13.90; 4.15;28.15; 1.81; 0.21; 0.21; 0.01;3309; 0.00;-3.24
14.38; 4.71;28.21; 7.04; 0.20; 0.21; 0.01;3291; 0.00;-3.15
13.16; 4.72;28.63;14.75; 0.35; 0.31; 0.02;3592; 0.00;-3.23
 8.67; 2.17;30.03; 2.47; 0.91; 0.81; 0.43;5040; 0.70;-3.15
14.76; 4.67;28.19; 3.55; 0.17; 0.18; 0.00;3204; 0.00;-3.01
 9.59; 4.81;27.37; 0.41; 0.30; 0.28; 0.01;3521; 0.00;-4.33
 9.07; 3.79;29.32; 4.23; 0.51; 0.44; 0.05;3826; 0.54;-2.95
14.61; 4.46;28.12; 0.56; 0.17; 0.18; 0.00;3205; 0.00;-3.08
10.20; 4.90;28.61; 4.38; 0.30; 0.28; 0.01;3521; 0.00;-3.10
 9.85; 3.75;29.01; 1.60; 0.55; 0.47; 0.06;3886; 0.61;-3.35
 6.48; 2.73;28.30;10.30; 0.77; 0.68; 0.21;4507; 0.68;-4.60
 6.48; 2.73;28.33; 9.87; 0.77; 0.68; 0.21;4507; 0.68;-4.57
 5.45; 1.64;26.50;37.00; 1.16; 1.11; 1.51;5874; 0.82;-7.20
13.75; 5.29;28.24; 0.35; 0.33; 0.30; 0.02;3573; 0.00;-3.58
